,city,job_title,company_name,location,summary,salary
1,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
2,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
3,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
4,New+York+NY,"Sales Engineer, Machine Learning, Google Cloud",Google,"New York, NY 10011","You're a Sales Engineer with excellent technical, communication, and organizational skills, previous experience in big data analytics in a cloud environment,...",
5,New+York+NY,"Data Scientist, Growth Insights",Spotify,"New York, NY 10011 (Chelsea area)","As a Data Scientist, our mission is to turn our 200 petabytes of data into insights and gain a deep understanding of music and listeners to impact the strategy...",
6,New+York+NY,"Data Scientist, Analytics (Instagram)",Facebook,"New York, NY","We’re looking for Data Scientists to work on our core and business products across Instagram, who are passionate about using data to help drive informed product...",
7,New+York+NY,Data Scientist,Goldman Sachs,"New York, NY 10282 (Tribeca area)","You will leverage methods from diverse disciplines like machine learning, statistical modelling, information theory, information retrieval and other areas to...",
8,New+York+NY,Data Scientist,YieldStreet,"New York, NY 10017 (Midtown area)","We offer an attractive market salary, stock option plan, health & dental benefits, life insurance, 401(k), paid vacation and holidays and that's before you even...",
9,New+York+NY,Data Scientist,Amazon.com,"New York, NY",We are looking for talented and experienced Machine Learning Scientists who can apply innovative Machine Learning techniques to real-world problems....,
10,New+York+NY,Jr Data Scientist,Gartner,"New York, NY","Projects and working as part of a cross-discipline team of data scientists,. Advertising, web analytics, e-commerce or social data....",
11,New+York+NY,Data Scientist,Bankers Healthcare Group,"New York, NY","We are seeking a talented data scientist to work on revenue predictive analytics team at BHG. Proficient in statistics and machine learning, including...",
12,New+York+NY,Data Scientist,Atlantic Media,"New York, NY 10011 (Chelsea area)","The Data Scientist will:. Quartz seeks a data scientist to help us improve with data. You would be joining our analytics team, which consists of several...",
13,New+York+NY,Data Scientist - Jr. / Mid Level,Techwave Consulting Inc.,"New York, NY 10022 (Midtown area)","Create data table transformations, perform data validation. Analyze large data sets. Manage full life cycle projects with multiple stakeholders on an embedded...",
14,New+York+NY,Data Scientist,Komodo Health,"New York, NY",Komodo Health is transforming predictive analytics in enterprise healthcare with its proprietary data cloud and streaming data platform....,
15,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
16,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
17,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
18,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
19,New+York+NY,"Data Scientist, Data & Analytics",MLB Advanced Media,"New York, NY 10011 (Chelsea area)","Data Scientist, Data & Analytics. MLBAM is looking for a Data Scientist to join its Data & Analytics team in our New York City office....",
20,New+York+NY,Data Scientist,Tumblr,"New York, NY","We want data scientists who know how to use their knowledge and skill with data and statistics to create real, actionable product insights....",
21,New+York+NY,Data Science Intern,Lazard Ltd.,"New York, NY","The Summer Data Science Intern will have the opportunity to work closely with data scientists, investment bankers and investment managers across the Firm....",
22,New+York+NY,Data Scientist,Pinnacle Consulting USA,"New York, NY","Manager in the Advanced Analytics & Modeling practice group, you will provide industry insight and technical and analytical support in a consulting environment....",
23,New+York+NY,Data Scientist,Kasisto,"New York, NY","The position’s responsibilities will include developing scalable systems for storing, moving, analyzing, and training machine learning algorithms using large...",
24,New+York+NY,Data Scientist,Equityzen,"Manhattan, NY",Freedom to architect new analytics engines using state of the art technology (such as Elasticsearch and Scientific Python)....,
25,New+York+NY,Data Scientist,Zocdoc,"New York, NY 10012 (Little Italy area)","Expertise working with SQL, a scripting language (Python, Scala, and/or R), and distributed computed (Spark). Evangelize data usage and logging (understand data...",
26,New+York+NY,Research Intern (Data Analyst),International WELL Building Institute,"New York, NY",Identify and gather publicly available data on risk factors for leading health outcomes and detriments to health and well-being....,
27,New+York+NY,Business Analyst - Science,AIG,"New York, NY",Collaborate with data scientists to enable the building of effective analytical models. Passionate about developing effective and efficient data science...,
28,New+York+NY,Data Scientist,Farfetch,"New York, NY",You will collaborate with other Scientists and Engineers to build efficient data products. You will prototype and productionise Machine Learning pipelines to...,
29,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
30,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
31,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
32,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
33,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
34,New+York+NY,Data Scientist - Internship,Dataminr,"New York, NY","You are interested in strong abstractions that allow for fast iteration, easy integration and short development cycles, allowing us to constantly learn from our...",
35,New+York+NY,Analytics Data and Visualization Specialist-Revenue Product Insights,Spotify,"New York, NY 10011 (Chelsea area)","You will work with data engineers, data scientists, user researchers and product managers in the Free Revenue mission to ensure that the right information is...",
36,New+York+NY,"Data Scientist, Monetization Analytics",SoundCloud,"New York, NY 10003 (Greenwich Village area)","Our Data Scientists are using evidence in order to inform decisions across the organization and to build engaging, personally relevant experiences for our users...",
37,New+York+NY,Digital Data Scientist,JP Morgan Chase,"New York, NY 10001 (Chelsea area)",Data Scientist – Applied Machine Learning. Digital Intelligence Data Scientist – Applied Machine Learning. We are currently looking for a data scientist who is...,
38,New+York+NY,Data Research and Acceleration Analyst - Part-time Internship (Fall 2018),"Two Sigma Investments, LLC.","New York, NY","In this role, you will partner with our close-knit team of quantitative researchers, data scientists, engineers, and data discovery colleagues to translate data...",
39,New+York+NY,"Data Scientist/Quantitative Analyst Intern, Summer 2018",Google,"New York, NY 10011 (Chelsea area)","Specifically, we support the development of innovative, highly scalable, next-generation technologies through deep research and advanced analysis....",
40,New+York+NY,Data Scientist,"Converseon, Inc.","New York, NY 10018 (Clinton area)",Data visualization and writing skills:. Data Analysis and “Storytelling” - able to perform quant/qual analyses on social media data and translate into insights...,
41,New+York+NY,"Data Scientist, Google BrandLab and Unskippable Experiments",Google,"New York, NY 10011 (Chelsea area)",Shape and deliver deep data insights that advances the recommendations and broader thought leadership to our clients to accelerate their online video marketing...,
42,New+York+NY,Data Scientist,"Paradigm Infotech, Inc","New York, NY","Should be an experienced Senior Data Scientist (8 years minimum) and 10 years in IT with expert knowledge in applying data mining techniques, performing data...",
43,New+York+NY,Data Scientist Intern,The New York Times,"New York, NY","The Times seeks a Data Scientist to join the Data Science Group applying machine learning methods to meet this challenge, in close collaboration with working...",
44,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
45,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
46,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
47,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
48,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
49,New+York+NY,"Analytics Expert - Journey Analytics, New Ventures",McKinsey & Company,"New York, NY 10022 (Midtown area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
50,New+York+NY,Data Scientist,Dataiku,"New York, NY","Familiarity with data visualization in R or Javascript. Our ideal candidate is comfortable learning new languages, technologies and modeling techniques, while...",
51,New+York+NY,"Data Scientist - Healthcare Analytics & Delivery, Advanced Analytics",McKinsey & Company,"New York, NY 10022 (Midtown area)","You will be expected to communicate complex analytics concepts in a clear and concise manner to business leaders, and you'll use statistics and machine learning...",
52,New+York+NY,"Data Scientist, Personalization",HelloFresh,"New York, NY",Collaborate closely with the top management and other talented data scientists to discover innovative ways of leveraging vast repositories of user generated...,
53,New+York+NY,Senior Data Scientist,Networkers Technology,"New York, NY","They take pride in their technical excellence backed by a passionate team of data engineers, machine learning specialists, and data administrators who build,...",
54,New+York+NY,"Senior Data Scientist, Product",Morgan Stanley,"New York, NY 10032 (Washington Heights area)",Required• Understanding and defining what a minimally viable data science product is and how to reach an actionable end state with an economy of effort•...,
55,New+York+NY,Machine & Deep Learning Data Scientist Internship,Crushh,"New York, NY",This data science internship is unique opportunity to gain hands-on experience in machine learning and explore deep learning and neural networks....,
56,New+York+NY,Data Scientist,Pivotal Software,"New York, NY 10017 (Midtown area)","You bring a deep focus and passion for a particular specialization within analytics (e.g., text or sentiment analytics, network/graph analytics, time series...",
57,New+York+NY,Data Scientist,BDIPlus,"New York, NY","Previous professional experience as a Data Scientist (2 years minimum), 2+ years of experience with Machine Learning, 2 years of experience within Predictive &...",
58,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
59,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
60,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
61,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
62,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
63,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
64,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
65,New+York+NY,Data Scientist,Aetna,"New York, NY 10016 (Gramercy area)",Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster finding useful insights and innovative...,
66,New+York+NY,Statistical Analyst/Data Scientist (Machine Learning),Medidata Solutions,"New York, NY 10003 (Greenwich Village area)",The Medidata Clinical Cloud® is the primary technology solution powering clinical trials for 18 of the world's top 25 global pharmaceutical companies and is...,
67,New+York+NY,Data Scientist,FanDuel,"New York, NY",We are looking for a Data Scientist to tackle our most challenging analytics problems. Tableau / D3 Data visualization expertise....,
68,New+York+NY,Data Scientist,CLEAR - Corporate,"New York, NY","In house subject matter expert for natural language processing and machine learning, including the creation of algorithms....",
69,New+York+NY,Data Scientist,Quovo,"New York, NY",Quovo is a data platform providing insights and connectivity for millions of financial accounts across thousands of institutions....,
70,New+York+NY,Data Scientist,Dataminr,"New York, NY","You're a dedicated Data Scientist who wants nothing more than to help us sort, analyze and deliver relevant information from terabytes of unstructured data in...",
71,New+York+NY,Data Scientist,LearnVest,"New York, NY","Development of prototype solutions, mathematical models, algorithms, machine learning techniques, and robust analytics to support analytic insights and...",
72,New+York+NY,Data Scientist,Rent the Runway,"New York, NY",We also use packages like R for modeling efforts. Mine the data ecosystem & find fruitful signals. Passion for data and its ability to drive serious business...,
73,New+York+NY,Data Scientist,Integral Ad Science,"New York, NY 10003 (Greenwich Village area)",Propose and develop solutions independently and leading a group of other data scientists. The types of challenges we solve have attracted people from industry...,
74,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
75,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
76,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
77,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
78,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
79,New+York+NY,Data Scientist,Rent the Runway,"New York, NY",We also use packages like R for modeling efforts. Mine the data ecosystem & find fruitful signals. Passion for data and its ability to drive serious business...,
80,New+York+NY,Data Scientist,Integral Ad Science,"New York, NY 10003 (Greenwich Village area)",Propose and develop solutions independently and leading a group of other data scientists. The types of challenges we solve have attracted people from industry...,
81,New+York+NY,Data Scientist,Grubhub,"New York, NY","We are looking for a Data Scientist, who will support the high-performance Growth Marketing Analytics team. Demonstrated proficiency with advanced regression...",
82,New+York+NY,Data Scientist,Annalect,"New York, NY",We are currently seeking a Data Scientist to join our Data Science team. The main responsibility for this person will be performing exploratory data analysis...,
83,New+York+NY,Data Scientist,Metro-Goldwyn-Mayer Studios,"New York, NY","Builds data pipelines used for modeling, machine learning. 4-5 Years of data analytics experience. The Data Scientist will work closely with the digital team,...",
84,New+York+NY,Data Scientist,Rakuten Marketing,"New York, NY","MS/ PhD in fields like computer science, mathematics, statistics, machine learning, operations research, data mining, AI....",
85,New+York+NY,Data Scientist,Custoria,"New York, NY","The data science team mainly uses R, Scala, and Ruby, but that’s not set in stone, and we value the ability to learn new libraries and ecosystems....",
86,New+York+NY,Data Scientist,S&P Global,"New York, NY","You will work closely with other senior scientists to create state of the art Augmented Intelligence, Data Science and Machine Learning solutions....",
87,New+York+NY,Data Scientist,Teach For America,"New York, NY",To manipulate data & draw insights from large data sets (e.g. Experience creating & using advanced machine learning algorithms & statistics:....,
88,New+York+NY,Data Scientist,Loadsmart,"New York, NY",We are looking for a Data Scientist with very good programming skills to join us in obsessing about machine learning algorithms to solve logistic issues....,
89,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
90,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
91,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
92,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
93,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
94,New+York+NY,Data Scientist,Oath Inc,"New York, NY","5+ years experience in advanced analytics, statistical modeling, machine learning, data mining, natural language processing, or web mining....",
95,New+York+NY,Data Scientist,Conde Nast,"New York, NY 10007 (Financial District area)","Work with management and organizational peers to improve business results, by applying machine learning to ongoing business activities, and develop...",
96,New+York+NY,Data Scientist,amdocs,"New York, NY",This Data Scientist position performs data mining and develops algorithms that provide insight from data while interacting with the business in communicating...,
97,New+York+NY,Data Scientist,"Two Sigma Investments, LLC.","New York, NY","Advanced degree in Computer Science, Statistics, Economics or related, quantitative field 3+ years of experience in data analysis or similar role Experience...",
98,New+York+NY,Data Scientist,AllianceBernstein,"New York, NY","The Data Scientists will also work closely with the data scientists, engineers, and other analysts in the Data Science Team, IT professionals in other...",
99,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
100,New+York+NY,Data Scientist,NBA,"New York, NY","The primary focus for this fast paced and collaborative department is on all aspects of business operations, including ticket sales and service, sponsorship,...",
101,New+York+NY,Data Scientist,Celonis,"New York, NY","You are excited about Big Data, Data Mining and Process Mining. Data Scientists run the newest proof-of-concept projects and fill our software with the real...",
102,New+York+NY,Data Scientist,Newsela,"New York, NY","Newsela is an Instructional Content Platform that brings together engaging, accessible content with integrated assessments and insights to supercharge reading...",
103,New+York+NY,Data Scientist,Cuebiq,"New York, NY","Data Scientist (NYC). Discovering insights and identifying opportunities through the use of statistical, algorithmic, mining, and visualization techniques....",
104,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
105,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
106,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
107,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
108,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
109,New+York+NY,Data Analyst,Stadium Goods,"New York, NY","We are seeking a Data Scientist to build reports, data warehouses, and internal tools for our growing analysis needs....",
110,New+York+NY,Data Scientist I,GILT,"New York, NY 10011 (Chelsea area)",Data scientists use the tools of statistics and machine learning to solve hard problems around the business....,
111,New+York+NY,Data Scientist-Revenue,Better,"New York, NY","We are looking for a Data Scientist to play a critical role in both driving consumer insights with data we have, laying the foundation for insights on data we...",
112,New+York+NY,Data Scientist (Growth),DataCamp,"New York, NY",Has 2 years experience as a data scientist or data analyst. Is highly skilled with R and/or Python + SQL....,
113,New+York+NY,Data Scientist,Quartet,"New York, NY 10018 (Clinton area)","As a Data Scientist at Quartet, you will work in collaboration with other data scientists, bioinformaticians and platform engineers....",
114,New+York+NY,Data Science,TekVizor,"New York, NY",Responsible for understanding business strategy and data analytics to develop predictive and optimization models that will generate actionable insights to...,
115,New+York+NY,Data Science Analyst I - Mount Sinai Health Partners,Mount Sinai Health System,"New York, NY 10029 (Yorkville area)","Mount Sinai, one of the leading US health systems with a top-ranked academic medical center, medical school and faculty practice is accelerating a transition to...",
116,New+York+NY,Data Scientist,Vettery,"New York, NY","Leveraging machine learning models that track real-time data, monitor trends and predict hiring behavior, we’re able to help companies grow their teams with...",
117,New+York+NY,Data Scientist,MealPal,"New York, NY",Verify data integrity used in analyses and work with Product and Engineering to ensure efficient data practices....,
118,New+York+NY,Data Scientist,StrongArm Technologies,"New York, NY","Deep knowledge and expertise of multiple analytics and programming languages such as R or Python. Lead the Data Science & Analytics team, focusing on the design...",
119,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
120,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
121,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
122,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
123,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
124,New+York+NY,Data Scientist,MealPal,"New York, NY",Verify data integrity used in analyses and work with Product and Engineering to ensure efficient data practices....,
125,New+York+NY,Data Scientist,StrongArm Technologies,"New York, NY","Deep knowledge and expertise of multiple analytics and programming languages such as R or Python. Lead the Data Science & Analytics team, focusing on the design...",
126,New+York+NY,Data Scientist,DEPT OF INFO TECH & TELECOMM,"Manhattan, NY","Apply statistical and data mining techniques to conduct fraud detection, trend analysis, and predictive analytics using acquired data;...",
127,New+York+NY,Data Scientist,Payfone,"New York, NY 10003 (Greenwich Village area)",The Data Scientist will work with large data sets and will derive client insights from that data. The Data Scientist will:....,
128,New+York+NY,Data Scientist - Pricing,"J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)",J.Crew is seeking a Data Scientist with an emphasis on Pricing Analytics to join our team of highly successful predictive analysts....,
129,New+York+NY,Analyst - Economics Research - Data Scientist,BNP Paribas,"New York, NY",Familiarity with large datasets (including importing/exporting data and data transformations). Extraordinary data management skills....,
130,New+York+NY,Data Scientist - Journey Analytics,McKinsey & Company,"New York, NY 10022 (Midtown area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",
131,New+York+NY,Data Scientist,dv01,"New York, NY 10010 (Gramercy area)","Fundamental/broad understanding of data mining and predictive analytics techniques. Highly experienced with ad-hoc data analysis tools such as R, Python, Stata,...",
132,New+York+NY,"Data Scientist, Analytics",Facebook,"New York, NY",The Data Scientist Analytics role has work across the following four areas:. We’re looking for Data Scientists to work on our core and business products...,
133,New+York+NY,Data Scientist,National Debt Relief,"New York, NY 10004 (Financial District area)","3+ years of experience as a data scientist conducting data mining and building and implementing complex models in a fast-paced, marketing-driven environment....",
134,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
135,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
136,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
137,New+York+NY,Data Scientist,"Shore Group Associates, LLC","New York, NY","We are looking for data scientists who are not only interested in plugging data into a model, but also understanding the data like the back of their hand....",
138,New+York+NY,Python Data Engineer,SRS Investment Management,"New York, NY 10036","You’ll be writing Python scripts deployed on AWS, and communicating with data scientists and infrastructure engineers....",
139,New+York+NY,Data Scientist,Impact Radius,"New York, NY","2+ years of applied experience with machine learning, AI, data mining or statistical work. Apply machine learning and artificial intelligence to build accurate...",
140,New+York+NY,Data Scientist,Rockstar New York,"New York, NY","Extensive knowledge of machine learning techniques such as k-NN, Naive Bayes, SVM, Decision Forests, Data Mining, Clustering, and Classification....",
141,New+York+NY,Data Scientist,PlaceIQ,"New York, NY","A mixture of analytical approaches are employed including raw data mining, data visualization, application of rules and heuristics and supervised / unsupervised...",
142,New+York+NY,Data Scientist,Xaxis,"New York, NY","We are seeking a Data Scientist to join the team developing Copilot, our cutting-edge platform for applying machine learning algorithms to media buying...",
143,New+York+NY,Data Scientist,Weight Watchers International,"New York, NY","Experience with Machine Learning and Big Data technologies, Deep Learning a plus. Apply strict sampling, statistical inference, and survey techniques to derive...",
144,New+York+NY,Data Scientist,Getty Images,"New York, NY","You've obtained an advanced degree in a scientific (natural, social, computer) field or related area and/or 5 years of experience in a data science role....",
145,New+York+NY,Data Scientist,7Park Data,"New York, NY","7Park Data is the trusted source of consumer and business insights for global companies, powered by our proprietary insights platform of passively collected...",
146,New+York+NY,Data Scientist,Tavant Technologies,"New York, NY","Experience with data visualization techniques and concepts. Experience with linear and logistic regression, random forests, and/or other machine learning...",
147,New+York+NY,"Customer Experience Data Scientist, Google Cloud Support",Google,"New York, NY 10011 (Chelsea area)","5 years of quantitative analytics experience with a focus on data analysis, regression testing, statistical modeling, machine learning, and/or predictive...",
148,New+York+NY,"Associate, Data Scientist/Statistics - Financial Services",KPMG,"New York, NY 10154 (Midtown area)","Machine learning, data visualization, statistical modeling, data mining, or information retrieval *. KPMG is currently seeking an Associates, to join our...",
149,New+York+NY,Data Scientist/Data Analyst,Gryphon Strategies,"White Plains, NY",Data Scientists and Analysts work directly with the Managing Director for Data Mining & Analytics to develop relevant analytics for client investigations and...,
150,New+York+NY,"Research Software Engineer, Google Brain",Google,"New York, NY 10011","You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, demonstrating and applying...",
151,New+York+NY,Data Scientist,"AbleTo, Inc.","New York, NY","Combines best-in-class patient engagement with behavior change treatment programs that allow health plans and plan sponsors to improve health outcomes, while...",
152,Seattle+WA,Data Scientist,Indeed,"Seattle, WA","As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist, machine learning expert and...",
153,Seattle+WA,Data Scientist,DoubleDown Interactive LLC,"Seattle, WA","In this high-visibility Data Scientist role, you will be part of our 10-person team of Data Scientists, Analysts and Engineers....",
154,Seattle+WA,Machine Learning Engineer,Zillow Group,"Seattle, WA",Collaborate with other Machine Learning Engineers and Data Scientists in crafting and implementing your technical vision....,
155,Seattle+WA,Director of Data Science,Zillow Group,"Seattle, WA","Recruit, hire, and mentor exceptional data scientists and machine learning engineers. The Data Science & Engineering team builds machine learning models and...",
156,Seattle+WA,"data scientist, Business Strategy - Seattle, WA",Starbucks,"Seattle, WA 98134 (Industrial Complex area)","Develop and maintain data pipelines via SQL, python, or R based ETL frameworks Basic Qualifications. This position partners on a cross-functional team of data...",
157,Seattle+WA,Data Scientist I,zulily,"Seattle, WA 98121 (Belltown area)","And interpret complex SQL and Hive QL queries to inform data mining and. As a Data Scientist, you will use statistical analysis....",
158,Seattle+WA,Data Scientist,Microsoft,"Redmond, WA 98052",Apply rigorous scientific methodology and algorithms to data. Experience performing data analysis and applying statistics working with tools such as:....,
159,Seattle+WA,Data Scientist,Amazon.com,"Seattle, WA",Act as Subject Matter Expert for anything analytics related to gift cards as a payment instrument to customers to improve payment experience on Amazon....,
160,Seattle+WA,Data Scientist,Numtra LLC,"Seattle, WA","The candidate will be responsible for data modeling and predictive analytics in Inventory management, Pricing, and Supply Chain....",
161,Seattle+WA,Data Scientist,elifsys,"Seattle, WA",Prior experience of working on Marketing data. At least 4+ years of strong experience in data science. Strong experience in forecasting techniques and text...,
162,Seattle+WA,Data Scientist,Glowforge,"Seattle, WA 98134 (Industrial Complex area)","From machine learning that lets us recognize problems and solve them more quickly, to spotting trends in our customers’ tastes, to researching the potential for...",
163,Seattle+WA,Data Scientist,Expedia,"Bellevue, WA 98004 (Downtown area)","The Data Scientists in this team create and deploy sophisticated machine learning models that power a vast range of applications related to fighting fraud,...",
164,Seattle+WA,Data Scientist,Nfinity LLC,"Seattle, WA","The candidate will be responsible for data modeling and predictive analytics in Inventory management, Pricing, and Supply Chain....",
165,Seattle+WA,Data Scientist (ASD),Microsoft,"Redmond, WA 98052",Apply rigorous scientific methodology and algorithms to data. Experience performing data analysis and applying statistics working with tools such as:....,
